,id. Response ID,submitdate. Date submitted,Month Year[subm...Date submitted],Month[Month Yea...ate submitted]],Year[Month Year...ate submitted]],lastpage. Last page,Carmain,Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate ,"FCV, BEV Dummy"
19512,PHASE_3_992,2017/10/30 16:45:26,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,1.0,0.0,0.0,125000.0,2.9,1.0,1.0,4.0,384.96,0.0,8.73,2.0,65.0,0.0,3,12000.0,1.0
19513,PHASE_3_993,2017/10/30 15:28:19,10/2017,10.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,1.0,0.0,0.0,,1.87,1.0,1.0,4.0,213.88,1.0,22.44,1.0,45.0,1.0,1,18000.0,
19514,PHASE_3_994,2017/10/30 16:08:48,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,1.0,0.0,1.0,0.0,75000.0,2.52,1.0,0.0,3.0,133.1,1.0,0.33,2.0,65.0,0.0,2,5514.857142857143,1.0
19515,PHASE_3_995,2017/10/30 15:54:39,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,1.0,0.0,,2.77,1.0,1.0,3.0,223.94,0.0,19.39,2.0,45.0,0.0,2,12000.0,1.0
19516,PHASE_3_996,,,,,24.0,2017 Chevrolet Bolt EV,0.0,1.0,0.0,0.0,,,,,,,3.0,9.76,5.0,55.0,0.0,4,,1.0
19517,PHASE_3_997,2017/10/30 16:09:33,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,175000.0,2.51,1.0,1.0,3.0,257.1,0.0,43.47,2.0,55.0,1.0,4,20800.0,1.0
19518,PHASE_3_998,2017/10/30 16:04:39,10/2017,10.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,175000.0,0.42,1.0,0.0,3.0,124.63,0.0,8.02,2.0,35.0,0.0,2,10040.0,
19519,PHASE_3_999,2017/10/30 16:44:13,10/2017,10.0,2017.0,45.0,2017 Toyota Prius Prime,1.0,0.0,0.0,0.0,125000.0,2.96,1.0,1.0,4.0,,0.0,2.38,2.0,75.0,1.0,2,4041.6000000000004,
19520,PHASE_3_1000,2017/10/30 16:19:49,10/2017,10.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,75000.0,3.0,1.0,0.0,4.0,,0.0,31.21,1.0,35.0,0.0,1,21512.571428571428,
19521,PHASE_3_1001,2017/10/30 16:47:40,10/2017,10.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,175000.0,2.8,1.0,1.0,3.0,132.76,2.0,30.25,3.0,45.0,1.0,2,13440.0,
19522,PHASE_3_1002,2017/10/30 17:04:01,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,1.0,0.0,1.0,0.0,175000.0,2.73,1.0,1.0,3.0,374.18,0.0,11.94,2.0,55.0,0.0,2,10800.0,1.0
19523,PHASE_3_1003,2017/10/30 17:13:04,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,75000.0,0.25,1.0,0.0,3.0,,0.0,8.62,2.0,35.0,0.0,2,8348.0,1.0
19524,PHASE_3_1004,2017/10/30 18:59:44,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,125000.0,2.79,1.0,1.0,2.0,,0.0,33.26,2.0,65.0,1.0,1,16000.0,1.0
19525,PHASE_3_1005,2017/10/31 07:37:50,10/2017,10.0,2017.0,45.0,2017 Chrysler Pacifica Hybrid,0.0,0.0,0.0,0.0,225000.0,2.89,0.0,0.0,3.0,379.85,1.0,,4.0,45.0,0.0,2,16800.0,
19526,PHASE_3_1006,2017/10/30 18:37:53,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,75000.0,2.14,0.0,0.0,2.0,,0.0,14.78,3.0,25.0,0.0,3,22400.0,1.0
19527,PHASE_3_1007,,,,,21.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,,,,,,,,9.75,2.0,45.0,0.0,3,,1.0
19528,PHASE_3_1008,2017/10/30 19:44:19,10/2017,10.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,125000.0,1.54,1.0,1.0,4.0,166.91,10.0,29.15,2.0,35.0,1.0,2,25500.0,
19529,PHASE_3_1009,2017/10/30 20:37:44,10/2017,10.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,1.0,0.0,,2.66,0.0,1.0,,1563.79,5.0,3.53,1.0,65.0,1.0,1,14394.666666666668,
19530,PHASE_3_1010,2017/10/30 20:30:50,10/2017,10.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,75000.0,-0.01,0.0,1.0,3.0,199.85,2.0,14.07,4.0,45.0,1.0,1,21930.0,
19531,PHASE_3_1011,,,,,3.0,2017 Toyota Prius Prime,,,,,,,,,,,,,,,,1,,
19532,PHASE_3_1012,2017/10/31 14:49:52,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,1.0,0.0,0.0,275000.0,0.08,1.0,0.0,3.0,110.4,1.0,21.78,3.0,45.0,0.0,2,6606.0,1.0
19533,PHASE_3_1013,2017/10/30 21:06:26,10/2017,10.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,125000.0,1.77,1.0,1.0,3.0,327.84,2.0,19.11,3.0,55.0,0.0,2,18634.285714285714,
19534,PHASE_3_1014,2017/10/30 21:22:48,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,1.0,0.0,0.0,175000.0,-1.07,1.0,1.0,4.0,56.17,150.0,14.06,4.0,45.0,0.0,3,9600.0,1.0
19535,PHASE_3_1015,2017/10/30 22:30:19,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,275000.0,2.92,1.0,1.0,4.0,741.85,1.0,5.8,3.0,55.0,0.0,4,14742.857142857145,1.0
19536,PHASE_3_1016,2017/10/30 22:35:33,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,50000.0,2.05,1.0,1.0,3.0,,0.0,,1.0,65.0,0.0,1,6000.0,1.0
19537,PHASE_3_1017,2017/10/30 23:03:14,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,,,,,,,,,,,,,,,,1,,1.0
19538,PHASE_3_1018,2017/10/30 23:40:09,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,1.0,0.0,0.0,0.0,175000.0,-0.02,1.0,1.0,3.0,326.45,0.0,4.51,5.0,45.0,0.0,4,12000.0,1.0
19539,PHASE_3_1020,,,,,3.0,2017 Toyota Prius Prime,,,,,,,,,,,,,,,,1,,
19540,PHASE_3_1021,2017/10/31 06:24:11,10/2017,10.0,2017.0,45.0,2017 Audi A3 Sportback e-tron,0.0,0.0,1.0,0.0,,-3.0,1.0,0.0,2.0,101.28,1.0,13.12,1.0,45.0,0.0,1,13000.0,
19541,PHASE_3_1022,2017/10/31 07:17:12,10/2017,10.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,125000.0,2.77,0.0,1.0,3.0,,0.0,3.6,4.0,35.0,0.0,2,12960.0,
19542,PHASE_3_1023,2017/10/31 07:57:42,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,275000.0,2.11,0.0,1.0,4.0,,0.0,19.82,2.0,55.0,0.0,2,7500.0,1.0
19543,PHASE_3_1024,2017/10/31 09:49:39,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,1.0,0.0,0.0,125000.0,2.8,1.0,1.0,3.0,91.88,2.0,0.46,2.0,55.0,0.0,3,19200.0,1.0
19544,PHASE_3_1025,2017/10/31 10:10:04,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,75000.0,2.94,1.0,,2.0,94.59,1.0,,2.0,65.0,0.0,3,39768.0,1.0
19545,PHASE_3_1026,2017/10/31 11:50:08,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,275000.0,2.94,1.0,1.0,4.0,415.04,2.0,1.85,3.0,55.0,1.0,3,12600.0,1.0
19546,PHASE_3_1027,2017/10/31 12:00:02,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,1.0,0.0,0.0,0.0,125000.0,2.78,1.0,1.0,4.0,270.74,1.0,34.73,5.0,35.0,1.0,3,19800.0,1.0
19547,PHASE_3_1028,2017/10/31 12:42:04,10/2017,10.0,2017.0,45.0,2017 Audi A3 Sportback e-tron,0.0,0.0,0.0,0.0,225000.0,2.67,1.0,1.0,2.0,,0.0,58.81,2.0,45.0,0.0,2,19769.142857142855,
19548,PHASE_3_1029,2017/11/04 22:32:17,11/2017,11.0,2017.0,45.0,2017 Toyota Prius Prime,1.0,0.0,1.0,0.0,,2.84,1.0,1.0,3.0,380.65,0.0,27.6,3.0,55.0,0.0,3,16800.0,
19549,PHASE_3_1030,2017/10/31 13:22:30,10/2017,10.0,2017.0,45.0,2017 Toyota Prius Prime,1.0,0.0,0.0,0.0,,2.97,1.0,1.0,4.0,413.84,0.0,,2.0,65.0,0.0,3,2000.0,
19550,PHASE_3_1031,2017/10/31 14:21:29,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,1.0,0.0,0.0,275000.0,2.83,1.0,1.0,3.0,276.6,0.0,29.11,5.0,55.0,0.0,3,23570.0,1.0
19551,PHASE_3_1032,2017/10/31 14:07:17,10/2017,10.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,125000.0,1.5,1.0,0.0,3.0,315.3,4.0,13.9,2.0,35.0,1.0,2,19448.0,
19552,PHASE_3_1033,,,,,40.0,2017 Chevrolet Bolt EV,0.0,0.0,1.0,0.0,,3.0,,,,288.66,0.0,2.33,3.0,55.0,0.0,2,,1.0
19553,PHASE_3_1034,2017/10/31 15:17:53,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,175000.0,-3.0,1.0,1.0,2.0,822.39,0.0,35.04,4.0,45.0,0.0,4,21174.857142857145,1.0
19554,PHASE_3_1035,2017/10/31 15:43:34,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,125000.0,-0.49,0.0,0.0,4.0,,0.0,2.67,2.0,25.0,0.0,2,7200.0,1.0
19555,PHASE_3_1036,2017/10/31 15:51:49,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,1.0,0.0,75000.0,2.96,1.0,0.0,2.0,115.61,1.0,3.09,4.0,55.0,0.0,2,9000.0,1.0
19556,PHASE_3_1037,,,,,,,,,,,,,,,,,,,,,,1,,
19557,PHASE_3_1038,,,,,3.0,2017 Audi A3 Sportback e-tron,,,,,,,,,,,,,,,,1,,
19558,PHASE_3_1039,2017/10/31 16:44:31,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,50000.0,3.0,0.0,1.0,3.0,,0.0,24.5,3.0,35.0,0.0,1,34800.0,1.0
19559,PHASE_3_1040,2017/10/31 17:15:20,10/2017,10.0,2017.0,45.0,2017 Audi A3 Sportback e-tron,0.0,0.0,0.0,0.0,175000.0,1.96,0.0,0.0,3.0,2023.98,3.0,2.82,2.0,35.0,0.0,2,8518.0,
19560,PHASE_3_1041,2017/10/31 18:21:28,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,,2.82,1.0,1.0,4.0,337.7,1.0,,2.0,65.0,0.0,2,2163.0,1.0
19561,PHASE_3_1042,2017/10/31 20:14:53,10/2017,10.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,125000.0,2.77,1.0,1.0,4.0,683.69,0.0,22.04,2.0,55.0,1.0,2,12858.0,
19562,PHASE_3_1043,,,,,3.0,2016 Audi A3 Sportback e-tron,,,,,,,,,,,,,,,,1,,
19563,PHASE_3_1044,2017/10/31 20:57:50,10/2017,10.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,275000.0,2.66,1.0,1.0,3.0,125.69,1.0,13.86,2.0,55.0,0.0,2,7500.0,
19564,PHASE_3_1045,,,,,3.0,2017 Chevrolet Bolt EV,,,,,,,,,,,,,,,,1,,1.0
19565,PHASE_3_1046,,,,,24.0,2017 Toyota Prius Prime,0.0,0.0,1.0,0.0,,,,,,,,1.82,2.0,55.0,1.0,2,,
19566,PHASE_3_1047,2017/10/31 22:30:47,10/2017,10.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,1.0,0.0,0.0,125000.0,2.67,1.0,1.0,3.0,277.06,1.0,15.68,2.0,45.0,1.0,2,21480.0,
19567,PHASE_3_1049,2017/10/31 22:16:56,10/2017,10.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,125000.0,2.24,0.0,1.0,3.0,89.8,0.0,16.2,2.0,55.0,0.0,2,14806.285714285714,1.0
19568,PHASE_3_1051,2017/11/01 08:24:42,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,1.0,0.0,0.0,0.0,75000.0,-2.94,0.0,0.0,4.0,428.1,10.0,26.76,2.0,35.0,0.0,2,25572.0,1.0
19569,PHASE_3_1052,2017/11/01 09:11:03,11/2017,11.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,1.0,0.0,50000.0,2.95,0.0,0.0,2.0,,0.0,7.2,1.0,45.0,1.0,1,14000.0,
19570,PHASE_3_1053,,,,,15.0,2017 Chevrolet Bolt EV,0.0,0.0,1.0,0.0,,,,,,,,,4.0,45.0,1.0,3,,1.0
19571,PHASE_3_1054,2017/11/01 10:19:08,11/2017,11.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,125000.0,-0.04,1.0,1.0,3.0,332.81,1.0,15.63,1.0,55.0,0.0,1,9942.857142857143,
19572,PHASE_3_1055,2017/11/01 09:56:57,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,,,,,,,,,,,,,,,,1,,1.0
19573,PHASE_3_1056,2017/11/01 11:44:50,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,,2.94,1.0,1.0,4.0,,0.0,3.14,2.0,80.0,0.0,2,4657.714285714286,1.0
19574,PHASE_3_1057,2017/11/01 11:32:58,11/2017,11.0,2017.0,45.0,2017 Audi A3 Sportback e-tron,0.0,0.0,0.0,0.0,,,1.0,1.0,3.0,108.56,0.0,9.01,3.0,55.0,1.0,2,6514.285714285715,
19575,PHASE_3_1058,,,,,12.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,,,,,,,,,3.0,35.0,0.0,3,,
19576,PHASE_3_1059,2017/11/01 12:35:29,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,1.0,0.0,0.0,,2.63,1.0,1.0,4.0,883.68,0.0,0.71,2.0,75.0,0.0,2,4156.0,1.0
19577,PHASE_3_1060,,,,,19.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,,,,,,,,,2.0,55.0,0.0,2,,1.0
19578,PHASE_3_1061,2017/11/01 14:30:28,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,1.0,0.0,1.0,0.0,125000.0,2.93,1.0,1.0,4.0,121.31,3.0,7.42,2.0,75.0,0.0,2,9428.571428571428,1.0
19579,PHASE_3_1062,,,,,3.0,2017 Toyota Prius Prime,,,,,,,,,,,,,,,,1,,
19580,PHASE_3_1063,2017/11/01 14:26:16,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,1.0,1.0,0.0,0.0,175000.0,2.71,1.0,1.0,3.0,,0.0,27.0,3.0,55.0,0.0,2,12000.0,1.0
19581,PHASE_3_1064,2017/11/01 16:20:32,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,125000.0,2.99,1.0,1.0,3.0,361.16,1.0,21.78,2.0,75.0,0.0,3,11595.0,1.0
19582,PHASE_3_1065,2017/11/01 15:35:43,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,125000.0,2.78,1.0,1.0,3.0,67.89,210.0,79.85,2.0,75.0,0.0,2,24000.0,1.0
19583,PHASE_3_1066,2017/11/01 15:40:35,11/2017,11.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,125000.0,2.84,1.0,0.0,4.0,,0.0,16.0,2.0,35.0,1.0,2,10000.0,
19584,PHASE_3_1067,,,,,4.0,2017 Chevrolet Bolt EV,,,,,,,,,,,,,,,,1,,1.0
19585,PHASE_3_1068,2017/11/01 16:55:21,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,1.0,0.0,0.0,0.0,125000.0,2.98,1.0,1.0,4.0,107.76,0.0,33.75,4.0,45.0,0.0,2,13372.0,1.0
19586,PHASE_3_1069,2017/11/01 16:37:53,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,125000.0,1.88,1.0,1.0,4.0,89.03,0.0,22.83,3.0,65.0,0.0,5,8972.571428571428,1.0
19587,PHASE_3_1070,2017/11/02 09:56:31,11/2017,11.0,2017.0,45.0,2017 Toyota Prius Prime,1.0,0.0,1.0,0.0,225000.0,2.94,1.0,1.0,3.0,2118.65,3.0,22.51,6.0,55.0,0.0,5,34752.0,
19588,PHASE_3_1071,2017/11/03 15:23:23,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,125000.0,2.77,1.0,1.0,3.0,485.8,0.0,4.41,2.0,65.0,1.0,2,7386.0,1.0
19589,PHASE_3_1072,2017/11/01 17:38:42,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,75000.0,2.9,0.0,0.0,4.0,568.28,0.0,4.46,2.0,35.0,1.0,2,6000.0,1.0
19590,PHASE_3_1073,2017/11/01 18:25:48,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,175000.0,-2.93,1.0,1.0,3.0,213.95,1.0,15.6,2.0,65.0,0.0,3,11947.2,1.0
19591,PHASE_3_1074,2017/11/01 17:56:37,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,1.0,1.0,1.0,0.0,325000.0,2.97,1.0,1.0,4.0,903.31,0.0,11.92,4.0,65.0,1.0,4,12000.0,1.0
19592,PHASE_3_1075,2017/11/09 10:30:40,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,1.0,0.0,0.0,175000.0,2.73,1.0,1.0,3.0,84.97,4.0,25.65,3.0,45.0,1.0,4,6466.0,1.0
19593,PHASE_3_1076,2017/11/01 18:47:30,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,225000.0,-3.0,1.0,0.0,4.0,,0.0,27.44,5.0,35.0,0.0,3,14800.0,1.0
19594,PHASE_3_1077,,,,,4.0,2017 Toyota Prius Prime,,,,,,,,,,,,,,,,1,,
19595,PHASE_3_1078,2017/11/02 00:14:48,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,,,,,,,,,,,,,,,,1,,1.0
19596,PHASE_3_1079,2017/11/02 06:20:41,11/2017,11.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,75000.0,2.93,0.0,0.0,3.0,380.73,2.0,16.87,1.0,35.0,0.0,1,17000.0,
19597,PHASE_3_1080,,,,,19.0,2017 Chevrolet Bolt EV,0.0,0.0,1.0,0.0,,,,,,,,,3.0,65.0,1.0,2,,1.0
19598,PHASE_3_1081,2017/11/02 09:05:21,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,1.0,1.0,0.0,0.0,225000.0,2.06,1.0,1.0,3.0,77.31,6.0,20.27,5.0,45.0,0.0,2,12912.0,1.0
19599,PHASE_3_1082,2017/11/02 10:25:54,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,1.0,0.0,0.0,125000.0,2.77,1.0,1.0,3.0,,0.0,76.83,1.0,65.0,0.0,2,39830.399999999994,1.0
19600,PHASE_3_1083,2017/11/02 10:32:37,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,125000.0,2.94,1.0,1.0,4.0,,0.0,,2.0,75.0,1.0,2,3060.0,1.0
19601,PHASE_3_1084,2017/11/02 10:52:00,11/2017,11.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,1.0,0.0,125000.0,2.83,0.0,0.0,3.0,258.12,0.0,0.29,2.0,35.0,0.0,2,6000.0,
19602,PHASE_3_1085,2017/11/02 11:13:22,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,1.0,0.0,0.0,0.0,125000.0,2.86,1.0,1.0,3.0,316.48,0.0,6.1,3.0,55.0,1.0,2,15738.0,1.0
19603,PHASE_3_1086,2017/11/02 12:09:44,11/2017,11.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,75000.0,2.85,1.0,1.0,4.0,379.11,1.0,35.46,2.0,65.0,0.0,2,17142.857142857145,
19604,PHASE_3_1087,2017/11/02 11:47:27,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,325000.0,2.88,1.0,1.0,3.0,391.91,0.0,2.88,2.0,75.0,0.0,2,7714.285714285715,1.0
19605,PHASE_3_1088,2017/11/02 12:19:22,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,1.0,0.0,0.0,125000.0,2.77,1.0,1.0,3.0,87.98,3.0,3.64,2.0,80.0,0.0,1,9000.0,1.0
19606,PHASE_3_1089,2017/11/02 12:09:23,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,50000.0,1.77,1.0,1.0,3.0,115.75,5.0,2.22,2.0,35.0,1.0,2,12840.0,1.0
19607,PHASE_3_1090,,,,,33.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,,,,,,136.87,2.0,9.21,1.0,55.0,1.0,1,,1.0
19608,PHASE_3_1091,,,,,1.0,,,,,,,,,,,,,,,,,1,,
19609,PHASE_3_1092,2017/11/02 14:08:49,11/2017,11.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,1.0,0.0,0.0,,-3.0,1.0,1.0,2.0,429.56,0.0,6.98,2.0,25.0,0.0,2,8571.428571428572,
19610,PHASE_3_1093,2017/11/02 14:52:48,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,125000.0,2.81,0.0,0.0,4.0,1236.81,1.0,3.98,3.0,35.0,1.0,2,8400.0,1.0
19611,PHASE_3_1094,2017/11/02 16:00:18,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,175000.0,2.34,1.0,1.0,4.0,421.54,2.0,21.29,3.0,75.0,0.0,3,7663.5,1.0
19612,PHASE_3_1095,2017/11/02 17:07:01,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,1.0,0.0,0.0,175000.0,2.65,1.0,1.0,4.0,2120.6,0.0,7.68,1.0,65.0,1.0,4,12156.0,1.0
19613,PHASE_3_1096,2017/11/02 17:03:40,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,325000.0,2.34,1.0,1.0,2.0,532.02,0.0,15.61,2.0,45.0,1.0,5,12000.0,1.0
19614,PHASE_3_1097,2017/11/02 18:08:34,11/2017,11.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,1.0,0.0,175000.0,-0.01,1.0,1.0,3.0,235.37,5.0,14.7,2.0,55.0,0.0,2,10650.0,
19615,PHASE_3_1098,2017/11/02 18:21:27,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,,2.95,1.0,1.0,4.0,369.23,1.0,6.25,4.0,55.0,0.0,2,4020.0,1.0
19616,PHASE_3_1099,,,,,15.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,,,,,,,,,2.0,75.0,0.0,2,,1.0
19617,PHASE_3_1100,2017/11/02 21:30:45,11/2017,11.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,1.0,0.0,,2.65,1.0,0.0,4.0,73.38,0.0,9.09,2.0,55.0,0.0,2,8571.428571428572,
19618,PHASE_3_1101,2017/11/02 21:59:43,11/2017,11.0,2017.0,45.0,2017 Audi A3 Sportback e-tron,0.0,0.0,0.0,0.0,125000.0,-0.03,1.0,1.0,2.0,911.86,0.0,13.51,4.0,45.0,1.0,3,8826.0,
19619,PHASE_3_1102,2017/11/02 22:45:56,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,1.0,0.0,0.0,0.0,275000.0,2.72,1.0,1.0,3.0,372.74,0.0,4.36,2.0,45.0,0.0,4,7080.0,1.0
19620,PHASE_3_1103,2017/11/03 01:39:37,11/2017,11.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,1.0,0.0,125000.0,2.81,1.0,1.0,3.0,401.07,2.0,29.33,3.0,55.0,1.0,2,16219.199999999999,
19621,PHASE_3_1104,2017/11/03 08:58:54,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,175000.0,1.37,1.0,1.0,4.0,502.47,0.0,,3.0,55.0,0.0,2,8364.0,1.0
19622,PHASE_3_1105,2017/11/03 09:00:45,11/2017,11.0,2017.0,45.0,2017 Toyota Prius Prime,1.0,0.0,0.0,0.0,325000.0,-0.02,0.0,0.0,4.0,390.7,2.0,28.86,3.0,35.0,0.0,2,12300.0,
19623,PHASE_3_1106,,,,,,,,,,,,,,,,,,,,,,1,,
19624,PHASE_3_1107,2017/11/03 10:48:38,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,75000.0,2.6,1.0,1.0,2.0,93.16,0.0,2.12,2.0,55.0,0.0,3,9380.0,1.0
19625,PHASE_3_1108,2017/11/03 11:05:32,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,125000.0,2.75,1.0,0.0,2.0,1499.57,0.0,3.91,2.0,75.0,0.0,2,12920.0,1.0
19626,PHASE_3_1109,2017/11/03 11:56:37,11/2017,11.0,2017.0,45.0,2017 Chevrolet Bolt EV,0.0,0.0,0.0,0.0,225000.0,2.89,1.0,1.0,4.0,146.74,0.0,8.95,2.0,65.0,0.0,2,5160.0,1.0
19627,PHASE_3_1110,,,,,4.0,2017 Chevrolet Bolt EV,,,,,,,,,,,,,,,,1,,1.0
19628,PHASE_3_1111,2017/11/03 13:35:15,11/2017,11.0,2017.0,45.0,2017 Chrysler Pacifica Hybrid,0.0,0.0,1.0,0.0,125000.0,2.92,1.0,1.0,3.0,,0.0,2.04,4.0,45.0,0.0,2,3200.0,
19629,PHASE_3_1112,,,,,29.0,2017 Toyota Prius Prime,0.0,0.0,1.0,0.0,,,,,,127.63,6.0,38.75,2.0,55.0,0.0,2,,
